PIVlab, ASCII chart output - 19-Jun-2022
FRAME: 1, filenames: A: 0.png & B: 1.png, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
65,257,0.4202375427,0.09774438238,1
65,273,0.46890534,0.03155845549,1
65,289,0.3327739037,0.03378513079,1
65,305,0.2713285487,0.03612582887,1
65,321,0.212973156,-0.1128826245,1
65,337,-0.005895123779,0.1540582001,1
65,353,-0.2069041444,0.1671094871,1
65,369,-0.4298508378,0.03795721147,1
65,385,-0.53234526,0.1810217559,1
65,401,-0.4074684299,0.1628460008,1
81,17,0.8560419858,-0.2763036403,1
81,33,0.5417045469,0.1335314658,1
81,49,0.2229267945,0.3020262822,1
81,65,-0.02257710411,0.5297181677,1
81,81,-0.1604050547,0.3895367537,1
81,97,-0.2822345222,0.2936183675,1
81,113,-0.4523534451,0.1470421463,1
81,129,-0.4207295363,0.1632104989,1
81,145,-0.4531189874,0.1515069843,1
81,161,-0.3660178653,0.1410153738,1
81,177,-0.1540467047,0.07511267782,1
81,193,0.01484594143,-0.03003500254,1
81,209,0.1614480928,-0.03745236698,1
81,225,0.2529905645,0.05324863469,1
81,241,0.2827167453,0.05267860551,1
81,257,0.3515758131,0.08382226249,1
81,273,0.454091339,0.05886612781,1
81,289,0.4816619273,0.006075624913,1
81,305,0.3490625288,0.09837152694,1
81,321,0.1998534607,0.1399080409,1
81,337,0.1054834349,0.412396355,1
81,353,-0.04937482965,0.3514452315,1
81,369,-0.2566095828,0.1117972116,1
81,385,-0.3476707263,0.2335513637,1
81,401,-0.2804825422,0.1816133508,1
97,17,0.5594781867,0.0502367627,1
97,33,0.04661320854,-0.1998434601,1
97,49,0.03174228516,0.3331125289,1
97,65,-0.02945369228,0.6704697325,1
97,81,-0.1128772372,0.5365178818,1
97,97,-0.1337180486,0.3721852729,1
97,113,-0.1642760399,0.213863001,1
97,129,-0.2696074678,0.1850188528,1
97,145,-0.3284167203,0.1456014364,1
97,161,-0.2925601488,0.07815837955,1
97,177,-0.1252997353,-0.211025124,1
97,193,0.02612692779,-0.1374056996,1
97,209,0.1272504524,-0.1735841782,1
97,225,0.2414724026,-0.1235924932,1
97,241,0.3955947014,-0.07326261768,1
97,257,0.3378904538,0.09874924696,1
97,273,0.3484482659,0.05535272291,1
97,289,0.40461339,0.07784614718,1
97,305,0.3341371224,0.2591746378,1
97,321,0.1682533884,0.3780601631,1
97,337,0.02788978905,0.6024985739,1
97,353,-0.1068924443,0.5101723425,1
97,369,-0.1795960502,0.1952500928,1
97,385,-0.1734216554,0.2093482121,1
97,401,-0.1617874776,0.1905565527,1
113,17,0.2217759376,-1.318617875,1
113,33,-0.04681357832,-0.2367770376,1
113,49,-0.1490513913,0.3919258155,1
113,65,-0.05173412515,0.6491781486,1
113,81,-0.103656466,0.5988146425,1
113,97,-0.1576776599,0.5001655833,1
113,113,-0.1681088266,0.3287611323,1
113,129,-0.1790179286,0.1265844149,1
113,145,-0.214742823,0.0671683286,1
113,161,-0.2172044497,0.04700529987,1
113,177,-0.09473811583,-0.237664673,1
113,193,0.007925424692,-0.2724101329,1
113,209,0.1339107017,-0.4197874632,1
113,225,0.2423091101,-0.2286118989,1
113,241,0.273324471,-0.1649882624,1
113,257,0.1871713779,0.04026182499,1
113,273,0.2005363625,0.05038747792,1
113,289,0.3883829807,0.2136652503,1
113,305,0.2264053399,0.2501103325,1
113,321,-0.02823912741,0.5794352129,1
113,337,0.02732492942,0.6613618431,1
113,353,-0.05781921278,0.7549477646,1
113,369,-0.105418644,0.2729193977,1
113,385,-0.1220949467,0.2622365183,1
113,401,-0.1142389139,0.2761283568,1
129,17,0.1330471285,-0.5707997093,1
129,33,0.04759747854,0.2495800116,1
129,49,-0.1029555125,0.4071266673,1
129,65,-0.1266803466,0.6202640599,1
129,81,-0.2014747037,0.6699999145,1
129,97,-0.250134106,0.5662390515,1
129,113,-0.2208694962,0.453867446,1
129,129,-0.1503802003,0.1847766152,1
129,145,-0.1111466223,0.007815635603,1
129,161,-0.07891772191,0.01184456818,1
129,177,-0.03318252013,-0.1682300214,1
129,193,0.02543823636,-0.3853267149,1
129,209,0.07138221887,-0.5943502422,1
129,225,0.1108403951,-0.3256237181,1
129,241,0.09190219526,-0.1629708186,1
129,257,0.1009976759,-0.005329551454,1
129,273,0.1129565129,0.04328786334,1
129,289,0.1532490984,0.2375905533,1
129,305,0.1523885093,0.2975169466,1
129,321,0.1070545163,0.7365074629,1
129,337,0.1272760301,0.7235528081,1
129,353,0.05520928892,0.7368011306,1
129,369,-0.03790031507,0.3478301445,1
129,385,-0.05692609985,0.2441309552,1
129,401,-0.06041646279,0.2170593379,1
145,17,-0.1464831253,0.3573532943,1
145,33,-0.07263200883,0.4566189063,1
145,49,-0.131025255,0.4462681601,1
145,65,-0.1762880629,0.5762382195,1
145,81,-0.2471467363,0.7063047339,1
145,97,-0.2602076753,0.5686932276,1
145,113,-0.1956835424,0.4942830184,1
145,129,-0.09843065175,0.2774904448,1
145,145,-0.0006091723627,0.02959889202,1
145,161,0.05928015321,-0.02761827959,1
145,177,0.01933802487,-0.1502401841,1
145,193,-0.003856595102,-0.3577640487,1
145,209,0.002673089985,-0.5448845196,1
145,225,0.04050853473,-0.428008431,1
145,241,-0.0117038959,-0.1655398675,1
145,257,-0.04272227233,0.02903520177,1
145,273,-0.04357928175,0.09672560818,1
145,289,-0.03991744445,0.318469589,1
145,305,-0.001245488747,0.4849535801,1
145,321,-0.02146291786,0.627537368,1
145,337,-0.04748825489,0.615537616,1
145,353,-0.05215430075,0.4703017936,1
145,369,6.120128351e-05,0.2780367131,1
145,385,0.001537071703,0.09103699291,1
145,401,0.05201716701,0.1018712991,1
161,17,-0.1265573932,0.2253223565,1
161,33,-0.13783607,0.3836295209,1
161,49,-0.1552630522,0.4224456886,1
161,65,-0.1754808823,0.5361551748,1
161,81,-0.1771667858,0.5634484778,1
161,97,-0.1378707453,0.4560455757,1
161,113,-0.05173286155,0.3564604378,1
161,129,0.1033143566,0.2159110153,1
161,145,0.2261423413,0.04502377802,1
161,161,0.1317561316,0.004115999482,1
161,177,0.03599511964,-0.09308471736,1
161,193,0.02632720175,-0.2481132542,1
161,209,0.02092747791,-0.3963109984,1
161,225,-0.03889365538,-0.3373091052,1
161,241,-0.1429563733,-0.1795355565,1
161,257,-0.1571179864,0.01512738028,1
161,273,-0.1761451935,0.1302299274,1
161,289,-0.1863688544,0.2589045943,1
161,305,-0.04368792473,0.3654768293,1
161,321,-0.04380552146,0.5017643007,1
161,337,-0.05911173194,0.5173589541,1
161,353,-0.008262084311,0.435408198,1
161,369,0.1122821772,0.3115925257,1
161,385,0.217140358,0.09072765114,1
161,401,0.2622106026,0.03143009979,1
177,17,-0.2063816567,-0.3082494286,1
177,33,-0.2629795142,0.304725637,1
177,49,-0.276734149,0.4153635872,1
177,65,-0.2181657992,0.4047425839,1
177,81,-0.03876317837,0.3406130001,1
177,97,0.2573688807,0.3412775765,1
177,113,0.4056923482,0.2809442057,1
177,129,0.3611232619,0.1567989849,1
177,145,0.2761552066,0.06946732195,1
177,161,0.192752623,0.02120052241,1
177,177,0.1068900504,-0.05499341259,1
177,193,0.02011168747,-0.1602949403,1
177,209,-0.004069702032,-0.2458943604,1
177,225,-0.07784930508,-0.1814457357,1
177,241,-0.1959156248,-0.08489291908,1
177,257,-0.264768456,0.008036347974,1
177,273,-0.2633452964,0.08871591755,1
177,289,-0.2253194678,0.1885274752,1
177,305,-0.1444551686,0.2254331118,1
177,321,-0.09227860458,0.3277901083,1
177,337,-0.03634187563,0.3935293874,1
177,353,0.08930958845,0.3679098404,1
177,369,0.3680047865,0.3043765442,1
177,385,0.2973303413,0.176596724,1
177,401,0.3036906247,0.020792918,1
193,17,-0.4496280886,-0.4825016375,1
193,33,-0.4645240396,0.06848971682,1
193,49,-0.3645353139,0.2455650273,1
193,65,-0.1680291794,0.3096962791,1
193,81,0.08014737467,0.2516661721,1
193,97,0.2364210867,0.2366100522,1
193,113,0.4706227783,0.1671357994,1
193,129,0.5621660522,0.07966008266,1
193,145,0.5391574973,0.0469562489,1
193,161,0.3325614569,0.03986625472,1
193,177,0.1826077842,0.0003605425697,1
193,193,0.08740693577,-0.07500409697,1
193,209,0.02052680191,-0.1147619348,1
193,225,-0.1058717007,-0.07609379297,1
193,241,-0.2593719647,-0.03431981715,1
193,257,-0.3237722176,0.0589951563,1
193,273,-0.3335615048,0.0725639323,1
193,289,-0.2870257616,0.08539095159,1
193,305,-0.1903248135,0.1028985792,1
193,321,-0.1069832535,0.1204499955,1
193,337,-0.04632540681,0.2265796154,1
193,353,0.0945479893,0.2477765242,1
193,369,0.3569886736,0.1455997545,1
193,385,0.6157192476,0.05808937287,1
193,401,0.5896910575,0.06499305667,1
209,17,-0.9191517719,-0.2503676055,1
209,33,-0.6195093111,-0.07934522929,1
209,49,-0.4187282861,0.0908120778,1
209,65,-0.1437294404,0.05918230953,1
209,81,0.1111027983,0.111003738,1
209,97,0.2890446012,0.03817318926,1
209,113,0.4795418017,-0.01666826299,1
209,129,0.5356957647,0.003398913203,1
209,145,0.5846532741,0.04499780514,1
209,161,0.4089817293,0.04894433932,1
209,177,0.2375450874,0.1409024716,1
209,193,0.1148392778,0.1520574539,1
209,209,0.0005676961953,0.05074014102,1
209,225,-0.08908556285,0.003839562733,1
209,241,-0.1755525253,0.03995983661,1
209,257,-0.2698653739,0.06876090317,1
209,273,-0.1993295352,0.008842638879,1
209,289,-0.2046811287,0.05246892526,1
209,305,-0.1631837863,0.06461389904,1
209,321,-0.08203908865,0.03892972354,1
209,337,-0.005380402393,-0.0280962281,1
209,353,0.2424050397,0.01938896372,1
209,369,0.4560209168,-0.01254795238,1
209,385,0.5280631621,0.01126195846,1
209,401,0.5028115162,0.09085579514,1
225,17,-0.9444497544,0.05245184785,1
225,33,-0.6875820407,0.01469047428,1
225,49,-0.4328566827,-0.02831236959,1
225,65,-0.2602199862,-0.1369769882,1
225,81,-0.08027049408,-0.0811906202,1
225,97,0.1751244062,-0.06670399911,1
225,113,0.4034354011,-0.04553899188,1
225,129,0.4632291609,0.01092504066,1
225,145,0.4687245276,0.05515477821,1
225,161,0.3822026599,0.0704736544,1
225,177,0.2326393949,0.2858580841,1
225,193,0.0887403637,0.3059590388,1
225,209,-0.01592178621,0.3197813887,1
225,225,-0.1208242391,0.1583604368,1
225,241,-0.1979370051,0.1289729182,1
225,257,-0.1512866554,0.1254355944,1
225,273,-0.1752887883,0.02269186328,1
225,289,-0.1734952951,-0.0377581253,1
225,305,-0.0708682716,-0.05465183031,1
225,321,-0.0366760654,-0.0822471206,1
225,337,0.1710903054,-0.1779105438,1
225,353,0.4229733795,-0.2326625259,1
225,369,0.3864491303,-0.1144771061,1
225,385,0.4112057113,-0.02448588918,1
225,401,0.5622118083,0.09454896567,1
241,17,-0.6592013672,0.2317581068,1
241,33,-0.4990951809,0.09614279828,1
241,49,-0.4078057819,-0.1588356048,1
241,65,-0.2271964942,-0.2683212368,1
241,81,-0.08174439582,-0.2657923536,1
241,97,0.06130953415,-0.1286797718,1
241,113,0.1524603703,-0.09885293699,1
241,129,0.2155639625,-0.03492801522,1
241,145,0.2993302429,0.07898745911,1
241,161,0.2344353399,0.1986882584,1
241,177,0.1367579351,0.4229146752,1
241,193,0.03426820533,0.441841162,1
241,209,-0.02251837787,0.4694014599,1
241,225,-0.05198884494,0.3732311778,1
241,241,-0.07259554757,0.1652730007,1
241,257,-0.09048108047,0.1320196987,1
241,273,-0.1598023385,0.05513423708,1
241,289,-0.101902182,-0.09291611347,1
241,305,0.2138528084,-0.1542033453,1
241,321,0.1726892,-0.1885847084,1
241,337,0.1933262017,-0.2772466211,1
241,353,0.3721336005,-0.390733704,1
241,369,0.2674838917,-0.167585467,1
241,385,0.2902650182,-0.02421527228,1
241,401,0.3731067897,0.06473597901,1
257,17,-0.561895758,0.2457516347,1
257,33,-0.4330676521,-0.05698976451,1
257,49,-0.3334015476,-0.3563364956,1
257,65,-0.1662650044,-0.368472441,1
257,81,-0.08052423997,-0.361589158,1
257,97,0.003834457215,-0.199690048,1
257,113,0.05278442372,-0.1415329221,1
257,129,0.06046232472,-0.04789506089,1
257,145,0.1605155159,0.08797453246,1
257,161,0.1258409371,0.3284627491,1
257,177,0.05474019667,0.4615467313,1
257,193,0.02632244636,0.5816535379,1
257,209,-0.03048829374,0.579955136,1
257,225,-0.06721923947,0.4852763535,1
257,241,-0.05656499621,0.2249523366,1
257,257,-0.02343929216,0.1118961188,1
257,273,-0.03272745441,0.04671348876,1
257,289,0.01900352529,-0.09669342422,1
257,305,0.1700101934,-0.2177186413,1
257,321,0.1633618063,-0.2817539658,1
257,337,0.08996243786,-0.3824594214,1
257,353,0.1725660257,-0.3858311235,1
257,369,0.2062504689,-0.1429109858,1
257,385,0.2266754578,-0.04114156931,1
257,401,0.2536677816,0.02847735943,1
273,17,-0.22334209,0.08436378709,1
273,33,-0.2360932552,-0.322967543,1
273,49,-0.1220273775,-0.4209079018,1
273,65,-0.07170154894,-0.3354026825,1
273,81,-0.03875536587,-0.3433524789,1
273,97,0.009780080688,-0.2393084888,1
273,113,0.02238196995,-0.1493038437,1
273,129,0.02451174236,-0.005507116416,1
273,145,0.04657220148,0.07456927694,1
273,161,0.08175120563,0.1878947653,1
273,177,0.03891827236,0.388055339,1
273,193,-0.04882152436,0.545059716,1
273,209,-0.07042323815,0.5979320649,1
273,225,0.03805220884,0.4416253001,1
273,241,0.04443163127,0.2800044369,1
273,257,0.06257401881,0.1098725806,1
273,273,0.1132295624,-0.05239625363,1
273,289,0.1589839619,-0.1073293468,1
273,305,0.1365383786,-0.3285259936,1
273,321,0.1423940178,-0.3810497753,1
273,337,0.11713384,-0.4135914635,1
273,353,0.153689938,-0.3346109935,1
273,369,0.1632762513,-0.2053955424,1
273,385,0.148645317,-0.1452430988,1
273,401,0.1025017594,0.01422802075,1
289,17,0.2449772482,-0.2127511466,1
289,33,0.03145921866,-0.3033239217,1
289,49,-0.02169206004,-0.3650536664,1
289,65,-0.06035294982,-0.2313548381,1
289,81,-0.01127787958,-0.2222790094,1
289,97,0.007168385454,-0.1750763156,1
289,113,-0.03870599206,-0.09897298151,1
289,129,-0.0565712735,0.02072689312,1
289,145,-0.09523884861,0.04877362978,1
289,161,-0.05166975795,0.1294131044,1
289,177,0.0004168847334,0.2856492967,1
289,193,-0.06635889267,0.4278380479,1
289,209,-0.01317535599,0.5249182745,1
289,225,0.08796590657,0.3825123089,1
289,241,0.2633148168,0.2656901462,1
289,257,0.3974576492,0.1174313565,1
289,273,0.3784457791,-0.1222799327,1
289,289,0.3054404426,-0.1590734117,1
289,305,0.2646839378,-0.3864789987,1
289,321,0.2793720941,-0.3775945765,1
289,337,0.1613612034,-0.3866865485,1
289,353,0.08455285797,-0.2637808583,1
289,369,0.03122650387,-0.3194953948,1
289,385,0.01522620853,-0.1703819181,1
289,401,-0.1109103419,-0.002457825452,1
305,17,0.5251638919,-0.2504998367,1
305,33,0.2794439298,-0.2208231911,1
305,49,0.1202577201,-0.1859813967,1
305,65,0.002449982102,-0.1600746475,1
305,81,-0.01202930977,-0.1362165805,1
305,97,-0.06913690422,-0.09137131195,1
305,113,-0.0959536649,-0.04724172741,1
305,129,-0.1582531592,0.03165071497,1
305,145,-0.2574067196,0.05699218572,1
305,161,-0.1895462485,0.1270772256,1
305,177,-0.1177528015,0.2421072883,1
305,193,0.007698456645,0.2747890234,1
305,209,0.1376198115,0.26152927,1
305,225,0.2399341787,0.2793750866,1
305,241,0.3631637904,0.1852057481,1
305,257,0.5089947837,0.1153328263,1
305,273,0.4208055241,-0.116767405,1
305,289,0.3847664778,-0.1618116024,1
305,305,0.2768598286,-0.2863563041,1
305,321,0.2036367257,-0.3185221566,1
305,337,0.08457549223,-0.3210314632,1
305,353,-0.05755534945,-0.1947078622,1
305,369,-0.178406989,-0.2070304517,1
305,385,-0.2261670246,-0.144154638,1
305,401,-0.2968311293,-0.06847140797,1
321,17,0.5987487276,0.0271554683,1
321,33,0.3777798209,-0.06494771929,1
321,49,0.2002959943,-0.07736962701,1
321,65,0.05952034882,-0.06238331603,1
321,81,-0.0333110139,-0.08555225275,1
321,97,-0.1053969746,-0.01219500003,1
321,113,-0.2142727941,-0.01944728991,1
321,129,-0.3943566284,-0.02537763128,1
321,145,-0.3119481913,0.0403284648,1
321,161,-0.2760529659,0.1232250285,1
321,177,-0.1986022542,0.1762437321,1
321,193,0.01215450046,0.1332058431,1
321,209,0.1574504093,0.07162572817,1
321,225,0.3543891963,0.1431697275,1
321,241,0.4266070599,0.1585110481,1
321,257,0.4903426278,0.08521955377,1
321,273,0.4691737603,-0.01368402406,1
321,289,0.4194522686,-0.04141887576,1
321,305,0.3155976756,-0.1233010727,1
321,321,0.1893953351,-0.140907425,1
321,337,0.08225123304,-0.1812113777,1
321,353,-0.02361723795,-0.03842116852,1
321,369,-0.1637624199,-0.06642381654,1
321,385,-0.2638588103,-0.07726334093,1
321,401,-0.2686944473,-0.08270223619,1
337,17,0.6197500381,0.08941378344,1
337,33,0.3494954389,0.08424120894,1
337,49,0.1992660138,0.05599770275,1
337,65,0.04304883963,0.02070104922,1
337,81,-0.1276820529,0.01617002754,1
337,97,-0.2013468896,0.04575381244,1
337,113,-0.3069283355,0.08398535547,1
337,129,-0.4211498802,0.07316614385,1
337,145,-0.4431218816,0.07931729985,1
337,161,-0.3146521525,0.07836490718,1
337,177,-0.2003529312,0.05350832229,1
337,193,-0.005293391115,-0.02429542789,1
337,209,0.1515728354,-0.03464343078,1
337,225,0.2655332887,-0.01003962338,1
337,241,0.4397077679,0.0367386391,1
337,257,0.4656071165,0.0220901845,1
337,273,0.5363964156,0.004410759321,1
337,289,0.4989569837,0.02796812717,1
337,305,0.3429539098,-0.008385842171,1
337,321,0.2163279565,-0.00212391992,1
337,337,0.1029389387,-0.04375592073,1
337,353,0.01665691369,0.1056910091,1
337,369,-0.1096327278,0.1356143801,1
337,385,-0.375370477,0.006848986352,1
337,401,-0.6700587761,-0.01483683005,1
353,17,0.9494896172,-0.2623547593,1
353,33,0.3688259513,0.2459405565,1
353,49,0.1358394438,0.2954297335,1
353,65,0.01596628866,0.2606965144,1
353,81,-0.08198955274,0.2508693961,1
353,97,-0.1491722391,0.1156221481,1
353,113,-0.266743248,0.1344209443,1
353,129,-0.4642581647,0.1286895084,1
353,145,-0.4610854259,0.1066179217,1
353,161,-0.3368555057,-0.007479853321,1
353,177,-0.207372989,-0.07290750403,1
353,193,0.004347619431,-0.2183871607,1
353,209,0.1401858304,-0.1809842617,1
353,225,0.2538389136,-0.1321145,1
353,241,0.4772059713,-0.1509530612,1
353,257,0.5571908743,-0.09339592218,1
353,273,0.5302906125,-0.04152419315,1
353,289,0.4268950542,-0.03540976553,1
353,305,0.297576181,0.05913249761,1
353,321,0.2467127947,0.06228516991,1
353,337,0.1565421267,0.1453909269,1
353,353,-0.02600871014,0.1717706356,1
353,369,-0.2498967871,0.1175274899,1
353,385,-0.596880387,0.02580246683,1
353,401,-0.597062977,0.03670424044,1
369,17,0.843644844,-0.8287376742,1
369,33,0.4183441939,0.3666774414,1
369,49,-0.07152574043,0.5700675376,1
369,65,-0.182091377,0.6396083102,1
369,81,-0.2365651628,0.5588435734,1
369,97,-0.1925150899,0.3198162869,1
369,113,-0.1800364636,0.1571898784,1
369,129,-0.2851183845,0.1130333606,1
369,145,-0.2854968257,0.05817062321,1
369,161,-0.189778407,-0.1040217604,1
369,177,-0.1325696825,-0.3039938751,1
369,193,0.0199113973,-0.3879460443,1
369,209,0.05797525971,-0.3341741836,1
369,225,0.1688212737,-0.2827853235,1
369,241,0.4565293916,-0.3471652461,1
369,257,0.3993637642,-0.1734056704,1
369,273,0.3230705591,-0.04480143797,1
369,289,0.2217325008,0.04001357773,1
369,305,0.1442851706,0.2687673301,1
369,321,0.0001921259312,0.213480925,1
369,337,-0.06366724382,0.4595095199,1
369,353,-0.1634244541,0.3029350306,1
369,369,-0.2700276795,0.2306165011,1
369,385,-0.3773576794,0.04362394319,1
369,401,-0.5966753556,-0.0388245908,1
385,17,0.819753898,-0.8173636299,1
385,33,0.3468700553,0.3703077933,1
385,49,-0.1206539482,0.7811215022,1
385,65,-0.1890520121,0.84909776,1
385,81,-0.1834987709,0.6239241733,1
385,97,-0.1360818536,0.5079113345,1
385,113,-0.1184453923,0.2259253779,1
385,129,-0.1938227706,0.09874193481,1
385,145,-0.1983553565,0.001665432631,1
385,161,-0.13295471,-0.1434547435,1
385,177,-0.1211668116,-0.3855656834,1
385,193,0.03199990686,-0.4954133474,1
385,209,0.1548290463,-0.4265516238,1
385,225,0.283486231,-0.3885081333,1
385,241,0.3788841461,-0.4055779926,1
385,257,0.3648728079,-0.1661768338,1
385,273,0.3933985505,0.02608759086,1
385,289,0.3115490061,0.1079763088,1
385,305,0.1941850941,0.3325625895,1
385,321,0.03208341569,0.3681951656,1
385,337,0.01230124702,0.5142729857,1
385,353,-0.1024198047,0.5493436695,1
385,369,-0.190052884,0.5860489566,1
385,385,-0.1506611203,0.2051209008,1
385,401,-0.2776887618,-0.02338578189,1
401,17,-0.07621219564,0.3155005523,1
401,33,-0.03507041457,0.7190138054,1
401,49,-0.1434115657,0.9153847474,1
401,65,0.03254677221,0.8202518463,1
401,81,0.1401070703,0.6034287562,1
401,97,0.04053816937,0.5576730095,1
401,113,-0.04843051839,0.3004205595,1
401,129,-0.06907279183,0.1594905229,1
401,145,-0.0901827093,0.0009586075872,1
401,161,-0.07154815109,-0.2546699673,1
401,177,-0.04098911294,-0.5688813947,1
401,193,0.0003122499324,-0.5811169198,1
401,209,0.1142040678,-0.4114015122,1
401,225,0.1554561179,-0.3966034553,1
401,241,0.2258669005,-0.317478952,1
401,257,0.3462079929,-0.1942788511,1
401,273,0.2726369248,-0.03097585999,1
401,289,0.2525351383,0.1707341883,1
401,305,-0.04076267053,0.3741871182,1
401,321,-0.1595392178,0.4267069227,1
401,337,0.2166984562,0.6312107754,1
401,353,0.005488862129,0.7023784094,1
401,369,-0.02415767083,0.6648215771,1
401,385,0.0207017662,0.3558492685,1
401,401,0.02666814786,-0.05019720781,1
